County/Year,Watercraft,Other/Human,Perinatal,Cold Stress,Natural,Total,Not Necropsied,Flood Gate/Canal Lock,Unrecovered/Undetermined
Volusia2018,11.0,0.0,7.0,5.0,3.0,37.0,0.0,0.0,11.0
Wakulla2018,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0
Walton2018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2018,124.0,21.0,113.0,85.0,233.0,824.0,0.0,6.0,242.0
Bay2019,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0
Brevard2019,16.0,3.0,15.0,15.0,11.0,88.0,0.0,0.0,28.0
Broward2019,3.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,7.0
Charlotte2019,4.0,0.0,5.0,2.0,5.0,29.0,0.0,0.0,13.0
Citrus2019,7.0,1.0,5.0,1.0,6.0,26.0,0.0,0.0,6.0
Clay2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Collier2019,6.0,0.0,3.0,7.0,4.0,33.0,0.0,0.0,13.0
Dixie2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Duval2019,4.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,2.0
Flagler2019,0.0,0.0,1.0,4.0,1.0,7.0,0.0,0.0,1.0
Glades2019,3.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0
Hernando2019,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hillsborough2019,7.0,0.0,6.0,2.0,2.0,23.0,0.0,0.0,6.0
Indian River2019,4.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0
Lake2019,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
Lee2019,27.0,0.0,9.0,1.0,25.0,143.0,0.0,0.0,81.0
Levy2019,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
Manatee2019,5.0,0.0,2.0,1.0,7.0,17.0,0.0,0.0,2.0
Marion2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Martin2019,2.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,3.0
Miami-Dade2019,6.0,0.0,0.0,0.0,3.0,15.0,0.0,1.0,5.0
Monroe2019,5.0,0.0,2.0,1.0,1.0,33.0,0.0,0.0,24.0
Nassau2019,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Okeechobee2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2019,5.0,1.0,0.0,3.0,3.0,16.0,0.0,0.0,4.0
Pasco2019,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Pinellas2019,7.0,0.0,5.0,2.0,2.0,25.0,0.0,0.0,9.0
Putnam2019,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0
Sarasota2019,2.0,0.0,1.0,1.0,5.0,17.0,0.0,0.0,8.0
Seminole2019,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
St. Johns2019,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0
St. Lucie2019,1.0,0.0,1.0,4.0,1.0,11.0,0.0,0.0,4.0
Taylor2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2019,12.0,3.0,8.0,3.0,0.0,33.0,0.0,0.0,7.0
Wakulla2019,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
TOTAL:2019,137.0,9.0,71.0,64.0,79.0,607.0,0.0,5.0,242.0
Bay2020,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Brevard2020,14.0,9.0,35.0,17.0,15.0,173.0,57.0,0.0,26.0
Broward2020,2.0,0.0,1.0,1.0,4.0,20.0,7.0,0.0,5.0
Charlotte2020,2.0,0.0,1.0,0.0,1.0,17.0,10.0,0.0,3.0
Citrus2020,3.0,0.0,4.0,1.0,0.0,15.0,5.0,0.0,2.0
Clay2020,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Collier2020,1.0,0.0,5.0,1.0,1.0,14.0,4.0,0.0,2.0
Dixie2020,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2020,0.0,1.0,1.0,2.0,0.0,9.0,3.0,1.0,1.0
Flagler2020,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0
Franklin2020,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0
Gilchrist2020,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Glades2020,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
Hendry2020,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Hillsborough2020,9.0,0.0,4.0,0.0,1.0,21.0,5.0,0.0,2.0
Indian River2020,2.0,0.0,1.0,3.0,1.0,19.0,10.0,0.0,2.0
Lake2020,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0
Lee2020,7.0,1.0,18.0,2.0,14.0,68.0,18.0,0.0,8.0
Manatee2020,8.0,0.0,4.0,1.0,2.0,25.0,7.0,0.0,3.0
Marion2020,2.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0
Martin2020,4.0,0.0,3.0,4.0,0.0,23.0,8.0,3.0,1.0
Miami-Dade2020,2.0,1.0,3.0,2.0,3.0,25.0,9.0,1.0,4.0
Monroe2020,5.0,1.0,4.0,0.0,1.0,33.0,18.0,0.0,4.0
Nassau2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Okaloosa2020,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Okeechobee2020,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
Palm Beach2020,6.0,0.0,2.0,2.0,0.0,17.0,4.0,0.0,3.0
Pasco2020,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
Pinellas2020,6.0,0.0,5.0,0.0,2.0,22.0,2.0,0.0,7.0
Putnam2020,1.0,0.0,2.0,1.0,0.0,11.0,4.0,0.0,3.0
Santa Rosa2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sarasota2020,1.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
Seminole2020,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
St. Johns2020,1.0,0.0,0.0,2.0,1.0,9.0,5.0,0.0,0.0
St. Lucie2020,3.0,0.0,0.0,4.0,1.0,15.0,3.0,3.0,1.0
Taylor2020,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2020,4.0,2.0,6.0,3.0,3.0,40.0,15.0,0.0,7.0
Wakulla2020,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Walton2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
TOTAL:2020,90.0,16.0,114.0,49.0,53.0,637.0,213.0,11.0,91.0
